Scheme Name,Plan,Category Name,Crisil Rank,AuM (Cr),1W,1M,3M,6M,YTD,1Y,2Y,3Y,5Y,10Y
Aditya Birla Sun Life MNC Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,2,3484.31,2%,4%,7%,15%,0%,23%,8%,9%,9%,15%
ICICI Prudential Transportation And Logistics Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,2494.39,2%,5%,13%,22%,-1%,43%,,,,
Aditya Birla Sun Life India GenNext Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,4,4377.32,2%,4%,10%,15%,0%,26%,16%,21%,19%,20%
UTI Transportation and Logistics Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2595.99,2%,5%,13%,19%,-1%,40%,28%,27%,17%,19%
Aditya Birla Sun Life India GenNext Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,4,4377.32,2%,4%,10%,15%,0%,25%,15%,19%,18%,18%
UTI Transportation and Logistics Fund - Growth,Regular,Sectoral/Thematic,,2595.99,2%,5%,13%,19%,-1%,38%,26%,25%,16%,18%
Kotak Manufacture In India Fund - Direct - Growth,Direct Plan,Sectoral/Thematic,,1450.28,2%,6%,11%,20%,0%,33%,,,,
Kotak Manufacture In India Fund - Growth,Regular,Sectoral/Thematic,,1450.28,2%,6%,10%,19%,0%,31%,,,,
Tata India Consumer Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1762.55,2%,5%,14%,21%,0%,38%,19%,22%,18%,
Nippon India Japan Equity Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,292.62,2%,5%,10%,8%,,20%,2%,3%,9%,
Bandhan Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,2,830.14,2%,7%,15%,29%,0%,50%,25%,37%,22%,19%
Tata India Consumer Fund - Growth,Regular,Sectoral/Thematic,,1762.55,2%,4%,13%,21%,0%,36%,17%,20%,16%,
Nippon India Japan Equity Fund - Growth,Regular,Sectoral/Thematic,,292.62,2%,5%,9%,7%,,19%,0%,2%,8%,
Bandhan Infrastructure Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,2,830.14,2%,7%,14%,28%,0%,49%,24%,36%,21%,17%
Invesco India PSU Equity Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,586.59,2%,14%,22%,40%,1%,56%,39%,37%,25%,21%
Invesco India PSU Equity Fund - Growth,Regular,Sectoral/Thematic,1,586.59,2%,13%,22%,39%,1%,54%,37%,35%,24%,19%
SBI Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,4,1580.86,2%,6%,17%,32%,0%,49%,28%,35%,24%,20%
SBI Infrastructure Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,4,1580.86,2%,6%,17%,32%,0%,48%,28%,34%,24%,19%
Aditya Birla Sun Life Special Opportunities Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,665.05,2%,6%,11%,21%,0%,26%,13%,20%,,
Canara Robeco Consumer Trends Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1260.99,2%,4%,11%,15%,0%,28%,17%,22%,21%,20%
Aditya Birla Sun Life Special Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,665.05,2%,6%,11%,20%,0%,24%,11%,18%,,
UTI India Consumer Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,538.77,2%,4%,10%,13%,0%,24%,10%,16%,14%,13%
Canara Robeco Consumer Trends Fund - Regular Plan- Growth,Regular,Sectoral/Thematic,,1260.99,2%,4%,11%,15%,,26%,16%,20%,19%,19%
UTI India Consumer Fund - Growth,Regular,Sectoral/Thematic,3,538.77,2%,3%,10%,12%,0%,23%,9%,15%,13%,13%
Tata Business Cycle Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1457.66,2%,7%,13%,27%,0%,36%,26%,,,
Tata Ethical Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,3,2037.27,2%,6%,10%,15%,0%,28%,10%,21%,19%,16%
Kotak Quant Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,288.87,2%,8%,20%,,0%,,,,,
DSP India T.I.G.E.R. Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,3,2758.69,2%,8%,15%,33%,0%,49%,31%,38%,24%,20%
Kotak Quant Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,288.87,2%,8%,20%,,0%,,,,,
Tata Business Cycle Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1457.66,2%,6%,13%,26%,0%,34%,23%,,,
Tata Ethical Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,3,2037.27,2%,6%,10%,14%,0%,27%,9%,19%,18%,15%
ICICI Prudential India Opportunities Fund - Growth,Regular,Sectoral/Thematic,,13802.7,2%,6%,10%,24%,0%,35%,28%,34%,,
ICICI Prudential Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,2,3693.26,2%,8%,16%,29%,0%,44%,37%,41%,25%,20%
DSP India T.I.G.E.R. Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,3,2758.69,2%,8%,15%,32%,0%,48%,30%,37%,23%,19%
ICICI Prudential India Opportunities Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,13802.7,2%,6%,11%,24%,0%,37%,29%,36%,,
ICICI Prudential Innovation Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,3266.22,2%,7%,15%,24%,0%,,,,,
ICICI Prudential Infrastructure Fund - Growth,Regular,Sectoral/Thematic,2,3693.26,2%,8%,16%,29%,0%,43%,36%,41%,25%,19%
Baroda BNP Paribas India Consumption Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1131.18,2%,3%,11%,16%,0%,31%,18%,21%,21%,
ICICI Prudential Innovation Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,3266.22,2%,7%,15%,25%,0%,,,,,
Baroda BNP Paribas Business Cycle Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,387.82,2%,8%,16%,24%,0%,32%,17%,,,
Sundaram Consumption Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,5,1348.52,2%,3%,11%,19%,0%,31%,20%,20%,16%,18%
Baroda BNP Paribas India Consumption Fund - Growth,Regular,Sectoral/Thematic,,1131.18,2%,3%,11%,15%,0%,29%,16%,19%,19%,
Sundaram Consumption Fund - Growth,Regular,Sectoral/Thematic,5,1348.52,2%,3%,11%,19%,0%,30%,19%,19%,15%,17%
Baroda BNP Paribas Business Cycle Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,387.82,2%,8%,16%,23%,0%,31%,15%,,,
HDFC Housing Opportunities Fund - Series 1 - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2916.87,2%,8%,18%,32%,0%,39%,26%,28%,18%,
HDFC Housing Opportunities Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1233.89,2%,8%,18%,32%,0%,39%,26%,28%,18%,
HDFC Housing Opportunities Fund - Growth,Regular,Sectoral/Thematic,,1233.89,2%,8%,18%,31%,0%,38%,25%,27%,17%,
HDFC Housing Opportunities Fund - Series 1 - Growth,Regular,Sectoral/Thematic,,2916.87,2%,8%,18%,31%,0%,38%,25%,27%,17%,
Invesco India ESG Equity Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,555.89,2%,6%,11%,16%,0%,26%,7%,,,
Tata Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,3,1430.11,2%,7%,14%,27%,0%,46%,26%,35%,23%,20%
Tata Infrastructure Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,4,1430.11,2%,7%,14%,26%,0%,45%,25%,34%,22%,19%
Quant Business Cycle Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,799.39,2%,5%,17%,36%,0%,,,,,
Kotak Infrastructure and Economic Reform Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,4,1235.19,2%,7%,12%,20%,0%,38%,28%,37%,23%,22%
Quant Teck Fund - Direct Plan -  Growth,Direct Plan,Sectoral/Thematic,,203.38,2%,10%,10%,,0%,,,,,
Invesco India ESG Equity Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,555.89,2%,6%,11%,16%,0%,24%,5%,,,
Samco Active Momentum Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,476.94,1%,5%,17%,,1%,,,,,
Quant Business Cycle Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,799.39,1%,5%,16%,35%,0%,,,,,
Kotak Infrastructure and Economic Reform Fund - Growth,Regular,Sectoral/Thematic,3,1235.19,1%,6%,11%,19%,0%,36%,26%,35%,22%,20%
Samco Active Momentum Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,476.94,1%,5%,17%,,1%,,,,,
Quant Teck Fund - Regular Plan -  Growth,Regular,Sectoral/Thematic,,203.38,1%,10%,9%,,0%,,,,,
HDFC Non-Cyclical Consumer Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,574.75,1%,4%,12%,,0%,,,,,
LIC MF Banking & Financial Services Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,291.72,1%,6%,9%,12%,0%,21%,21%,18%,14%,
SBI Consumption Opportunities Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1790.92,1%,3%,10%,17%,0%,31%,23%,27%,19%,18%
HDFC Non-Cyclical Consumer Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,574.75,1%,4%,11%,,0%,,,,,
LIC MF Banking & Financial Services Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,291.72,1%,6%,8%,11%,0%,20%,20%,16%,13%,
SBI Consumption Opportunities Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1790.92,1%,3%,9%,16%,0%,30%,21%,25%,18%,17%
Invesco India Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,5,687.84,1%,9%,18%,32%,0%,51%,26%,35%,26%,23%
Invesco India Infrastructure Fund - Growth,Regular,Sectoral/Thematic,5,687.84,1%,9%,17%,31%,0%,49%,24%,33%,24%,21%
ICICI Prudential ESG Exclusionary Strategy Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1326.68,1%,7%,13%,21%,0%,32%,13%,16%,,
Sundaram Services Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,3040.3,1%,4%,11%,18%,0%,29%,16%,26%,23%,
ICICI Prudential ESG Exclusionary Strategy Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1326.68,1%,7%,14%,21%,0%,34%,14%,18%,,
Sundaram Services Fund - Growth,Regular,Sectoral/Thematic,,3040.3,1%,4%,10%,18%,0%,28%,15%,24%,22%,
ICICI Prudential Business Cycle Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,7094.52,1%,6%,14%,22%,0%,33%,22%,,,
SBI Magnum Global Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,3,6346.04,1%,3%,4%,10%,0%,24%,9%,18%,17%,18%
ICICI Prudential Business Cycle Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,7094.52,1%,6%,13%,21%,0%,32%,21%,,,
SBI Magnum Global Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,2,6346.04,1%,3%,4%,10%,0%,23%,8%,17%,16%,17%
Tata Banking And Financial Services Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1787.15,1%,6%,9%,14%,0%,23%,21%,19%,17%,
Mirae Asset Great Consumer Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2903.59,1%,4%,12%,17%,0%,35%,21%,25%,20%,20%
Axis Quant Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,970.27,1%,7%,13%,16%,0%,32%,14%,,,
Tata Banking And Financial Services Fund - Growth,Regular,Sectoral/Thematic,,1787.15,1%,6%,8%,13%,0%,21%,19%,17%,16%,
Mirae Asset Great Consumer Fund - Growth,Regular,Sectoral/Thematic,,2903.59,1%,3%,12%,16%,0%,33%,19%,23%,18%,18%
HSBC Consumption Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,1038.95,1%,3%,12%,,0%,,,,,
Axis Quant Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,970.27,1%,6%,13%,16%,0%,30%,13%,,,
ICICI Prudential Exports and Services Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,1,1097.83,1%,6%,11%,20%,0%,27%,17%,23%,19%,17%
ICICI Prudential Exports and Services Fund - Growth,Regular,Sectoral/Thematic,1,1097.83,1%,6%,11%,20%,0%,26%,17%,22%,18%,17%
HSBC Consumption Fund - Regular Plan - Growth,Regular,Sectoral/Thematic,,1038.95,1%,3%,12%,,0%,,,,,
Axis Business Cycles Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,,2627.85,1%,6%,12%,20%,0%,,,,,
HDFC Infrastructure Fund - Direct Plan - Growth,Direct Plan,Sectoral/Thematic,1,1074.24,1%,10%,19%,39%,0%,55%,37%,40%,20%,16%
DSP Quant Fund - Direct - Growth,Direct Plan,Sectoral/Thematic,,1262.72,1%,5%,10%,11%,-1%,20%,6%,12%,,
HDFC Infrastructure Fund - Growth,Regular,Sectoral/Thematic,1,1074.24,1%,10%,18%,39%,0%,54%,36%,39%,19%,15%
DSP Quant Fund - Regular - Growth,Regular,Sectoral/Thematic,,1262.72,1%,5%,9%,11%,-1%,19%,5%,12%,,
Mahindra Manulife Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,,2554.71,2%,7%,18%,37%,1%,61%,,,,
Mahindra Manulife Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,,2554.71,2%,7%,17%,35%,1%,58%,,,,
Quant Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,3,11206.76,2%,8%,17%,34%,1%,47%,29%,47%,34%,20%
Quant Small Cap Fund - Growth,Regular,Small Cap Fund,3,11206.76,2%,8%,17%,33%,1%,45%,27%,44%,33%,20%
Bandhan Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,3,3224.83,2%,8%,18%,38%,1%,56%,22%,32%,,
SBI Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,2,22894.86,2%,3%,7%,17%,1%,27%,18%,27%,25%,28%
Baroda BNP Paribas Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,,1217,2%,5%,,,0%,,,,,
Bandhan Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,3,3224.83,2%,8%,17%,37%,1%,54%,20%,30%,,
SBI Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,2,22894.86,2%,3%,7%,17%,1%,25%,17%,26%,23%,27%
Baroda BNP Paribas Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,,1217,2%,5%,,,0%,,,,,
DSP Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,3,13094.61,1%,3%,12%,24%,1%,42%,20%,32%,26%,25%
DSP Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,3,13094.61,1%,3%,11%,24%,1%,41%,19%,31%,25%,24%
Tata Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,4,6345.75,1%,4%,11%,20%,1%,36%,23%,38%,28%,
ITI Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,1,1839.97,1%,7%,19%,33%,0%,54%,23%,26%,,
Tata Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,4,6345.75,1%,4%,10%,19%,1%,34%,21%,35%,26%,
ITI Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,1,1839.97,1%,7%,18%,32%,0%,51%,21%,24%,,
Canara Robeco Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,2,8641.68,1%,4%,11%,21%,0%,33%,21%,36%,,
Nippon India Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,5,41018.84,1%,6%,13%,28%,0%,50%,27%,41%,30%,29%
Canara Robeco Small Cap Fund - Regular Plan - Growth,Regular,Small Cap Fund,2,8641.68,1%,4%,11%,21%,0%,31%,19%,34%,,
ICICI Prudential Smallcap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,4,6607.89,1%,5%,11%,21%,0%,39%,22%,34%,28%,20%
Nippon India Small Cap Fund - Growth,Regular,Small Cap Fund,5,41018.84,1%,6%,13%,27%,0%,48%,26%,40%,28%,28%
ICICI Prudential Smallcap Fund - Regular Plan - Growth,Regular,Small Cap Fund,4,6607.89,1%,5%,10%,21%,0%,37%,21%,32%,26%,19%
Sundaram Small Cap Fund - Direct Plan - Growth,Direct Plan,Small Cap Fund,3,2877.59,1%,4%,13%,27%,0%,45%,20%,32%,23%,22%
Nippon India Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,3,6193,2%,9%,20%,30%,0%,43%,23%,28%,22%,20%
Quant Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,,885.9,2%,11%,24%,34%,1%,38%,28%,,,
Nippon India Value Fund - Growth,Regular,Value Fund,3,6193,2%,9%,20%,30%,0%,42%,22%,27%,21%,19%
Quant Value Fund - Regular Plan - Growth,Regular,Value Fund,,885.9,2%,11%,23%,33%,1%,36%,26%,,,
Baroda BNP Paribas Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,,1580.84,2%,7%,14%,21%,1%,,,,,
Templeton India Value Fund - Direct - Growth,Direct Plan,Value Fund,4,1523.78,2%,9%,13%,24%,0%,35%,26%,32%,21%,18%
Baroda BNP Paribas Value Fund - Regular Plan - Growth,Regular,Value Fund,,1580.84,2%,7%,13%,20%,1%,,,,,
Templeton India Value Fund - Growth,Regular,Value Fund,4,1523.78,2%,8%,13%,23%,0%,33%,24%,31%,20%,17%
DSP Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,,704.9,2%,5%,13%,19%,,31%,13%,19%,,
DSP Value Fund - Growth,Regular,Value Fund,,704.9,2%,5%,13%,18%,,30%,13%,18%,,
JM Value Fund - (Direct) - Growth,Direct Plan,Value Fund,5,339.52,2%,6%,15%,31%,0%,48%,26%,29%,23%,21%
JM Value Fund - Growth,Regular,Value Fund,5,339.52,2%,6%,15%,30%,0%,47%,25%,28%,22%,20%
Tata Equity PE Fund - Direct Plan - Growth,Direct Plan,Value Fund,3,6476.68,2%,7%,16%,24%,0%,38%,22%,24%,19%,20%
Tata Equity PE Fund - Regular Plan - Growth,Regular,Value Fund,3,6476.68,2%,7%,16%,24%,0%,36%,20%,23%,17%,19%
ICICI Prudential Value Discovery Fund - Direct Plan - Growth,Direct Plan,Value Fund,4,35089.33,2%,6%,12%,22%,0%,32%,24%,28%,22%,20%
ICICI Prudential Value Discovery Fund - Growth,Regular,Value Fund,4,35089.33,2%,6%,11%,21%,0%,31%,23%,28%,21%,20%
UTI Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,1,7978.23,2%,6%,13%,20%,0%,27%,16%,21%,19%,16%
UTI Value Fund - Growth,Regular,Value Fund,1,7978.23,2%,6%,12%,20%,0%,26%,15%,20%,18%,15%
Bandhan Sterling Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,4,7213.54,2%,6%,10%,20%,0%,33%,18%,32%,21%,20%
Aditya Birla Sun Life Pure Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,3,5151.27,2%,6%,14%,30%,0%,44%,23%,27%,17%,20%
Bandhan Sterling Value Fund - Regular Plan - Growth,Regular,Value Fund,4,7213.54,2%,6%,10%,19%,0%,32%,17%,31%,20%,19%
Aditya Birla Sun Life Pure Value Fund - Regular Plan - Growth,Regular,Value Fund,3,5151.27,2%,6%,13%,30%,0%,42%,22%,26%,16%,19%
HDFC Capital Builder Value Fund - Direct Plan - Growth,Direct Plan,Value Fund,2,6075.11,1%,7%,14%,22%,0%,30%,17%,23%,17%,18%
HDFC Capital Builder Value Fund - Growth,Regular,Value Fund,2,6075.11,1%,7%,14%,21%,0%,29%,16%,22%,16%,17%
Quant Absolute Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,4,1435.36,2%,8%,11%,16%,1%,17%,17%,25%,24%,20%
Quant Absolute Fund - Growth,Regular,Aggressive Hybrid Fund,4,1435.36,2%,8%,11%,16%,1%,16%,15%,24%,22%,19%
Mahindra Manulife Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,4,880.93,2%,6%,10%,16%,0%,25%,16%,21%,,
Mahindra Manulife Aggressive Hybrid Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,4,880.93,2%,6%,9%,15%,0%,23%,13%,19%,,
DSP Equity & Bond Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,8403.15,1%,5%,9%,15%,0%,26%,12%,16%,16%,16%
DSP Equity & Bond Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,3,8403.15,1%,5%,9%,15%,0%,25%,10%,15%,15%,15%
UTI Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,4,4955.38,1%,5%,9%,15%,0%,26%,16%,21%,16%,14%
UTI Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,4,4955.38,1%,5%,9%,15%,0%,25%,15%,20%,15%,14%
Axis Equity Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,1,1640.4,1%,5%,7%,9%,0%,15%,5%,11%,13%,
Nippon India Equity Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,3156.14,1%,4%,9%,15%,0%,24%,16%,20%,11%,14%
Nippon India Equity Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,3,3156.14,1%,4%,9%,14%,0%,23%,15%,19%,11%,13%
Axis Equity Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,1,1640.4,1%,4%,7%,9%,0%,14%,4%,10%,12%,
SBI Equity Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,1,61447.93,1%,4%,7%,12%,0%,17%,10%,14%,14%,15%
SBI Equity Hybrid Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,1,61447.93,1%,4%,7%,12%,0%,16%,9%,14%,14%,14%
Motilal Oswal Equity Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,2,428.38,1%,0%,4%,8%,0%,15%,10%,12%,14%,
Baroda BNP Paribas Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,2,874.56,1%,5%,9%,15%,0%,23%,14%,17%,18%,
Motilal Oswal Equity Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,2,428.38,1%,0%,4%,7%,0%,14%,8%,10%,12%,
Bandhan Hybrid Equity Fund - Direct plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,639.94,1%,5%,8%,13%,0%,21%,10%,17%,15%,
Baroda BNP Paribas Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,2,874.56,1%,5%,9%,14%,0%,21%,12%,15%,16%,
Bank of India Mid & Small Cap Equity & Debt Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,4,558.33,1%,3%,11%,26%,0%,34%,14%,26%,21%,
Aditya Birla Sun Life Equity Hybrid 95 Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,2,7182.3,1%,5%,8%,13%,0%,21%,10%,15%,13%,14%
Aditya Birla Sun Life Equity Hybrid 95 Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,2,7182.3,1%,5%,8%,12%,0%,21%,9%,14%,12%,13%
Bandhan Hybrid Equity Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,3,639.94,1%,5%,8%,12%,0%,20%,9%,16%,13%,
Bank of India Mid & Small Cap Equity & Debt Fund - Growth,Regular,Aggressive Hybrid Fund,4,558.33,1%,3%,10%,26%,0%,33%,13%,25%,20%,
ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,5,28005.82,1%,5%,10%,19%,0%,28%,20%,27%,20%,19%
Tata Hybrid Equity Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,2,3443.84,1%,6%,8%,11%,0%,17%,13%,17%,14%,15%
ICICI Prudential Equity & Debt Fund - Growth,Regular,Aggressive Hybrid Fund,5,28005.82,1%,5%,9%,19%,0%,27%,20%,26%,19%,18%
Mirae Asset Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,7936.48,1%,5%,8%,12%,0%,20%,12%,16%,16%,
Sundaram Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,3844.3,1%,4%,8%,13%,0%,18%,11%,16%,14%,15%
Tata Hybrid Equity Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,2,3443.84,1%,5%,8%,11%,0%,16%,12%,16%,13%,14%
Mirae Asset Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,3,7936.48,1%,5%,8%,12%,0%,18%,10%,14%,14%,
Sundaram Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,3,3844.3,1%,4%,8%,12%,0%,16%,10%,15%,12%,14%
Franklin India Equity Hybrid Fund - Direct - Growth,Direct Plan,Aggressive Hybrid Fund,4,1546.42,1%,5%,9%,16%,0%,23%,14%,18%,16%,16%
Franklin India Equity Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,4,1546.42,1%,5%,9%,16%,0%,22%,13%,16%,14%,15%
Canara Robeco Equity Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,9277.88,1%,5%,9%,13%,0%,21%,11%,15%,16%,16%
Canara Robeco Equity Hybrid Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,3,9277.88,1%,4%,9%,12%,0%,19%,10%,14%,15%,15%
LIC MF Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,574.27,1%,4%,9%,12%,0%,20%,9%,12%,12%,11%
LIC MF Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,3,574.27,1%,4%,8%,11%,0%,19%,8%,10%,11%,10%
Kotak Equity Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,5,4517.82,1%,5%,8%,13%,0%,21%,14%,19%,18%,
Edelweiss Aggressive Hybrid Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,5,1051.57,1%,4%,10%,16%,0%,27%,17%,21%,18%,15%
Kotak Equity Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,5,4517.82,1%,4%,7%,13%,0%,19%,12%,17%,16%,
Union Hybrid Equity Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,,560.09,1%,4%,8%,14%,0%,20%,10%,16%,,
Edelweiss Aggressive Hybrid Fund - Growth,Regular,Aggressive Hybrid Fund,5,1051.57,1%,4%,9%,15%,0%,25%,15%,19%,16%,14%
Union Hybrid Equity Fund - Regular Plan - Growth,Regular,Aggressive Hybrid Fund,,560.09,1%,4%,8%,13%,0%,19%,9%,15%,,
HDFC Hybrid Equity Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,21192.41,0%,5%,6%,9%,0%,18%,14%,18%,15%,14%
HDFC Hybrid Equity Fund - Growth,Regular,Aggressive Hybrid Fund,,21192.41,0%,5%,6%,9%,0%,17%,13%,17%,14%,15%
Invesco India Equity & Bond Fund - Direct Plan - Growth,Direct Plan,Aggressive Hybrid Fund,3,412.06,0%,5%,11%,16%,0%,25%,12%,16%,14%,
